ID;Название;Дата;Показы;Клики;Расход, ₽;Заказы, шт.;Заказы, ₽
20381870;2650v2-5050-64-1024-SL190;2026-02-23;5849;266;1447,74;0;0,00
20381875;2650v2-3070M-32-1024-SL190;2026-02-23;4226;170;1897,34;0;0,00
20381883;2650v2-3070M-16-512-K1;2026-02-23;5680;326;715,70;0;0,00
20381899;2650v2-rx580-32-1024-SL190;2026-02-23;14175;1447;2867,82;1;90000,00
20381949;2650v2-5050-64-1024-Z5;2026-02-23;2344;72;704,69;0;0,00
20381972;2650v2-rx580-32-512-K1;2026-02-23;6152;283;3733,94;0;0,00
20381997;2650v2-5050-32-1024-SL190;2026-02-23;1932;59;866,38;0;0,00
20382007;2667v4-5060-64-1024-Z5;2026-02-23;3535;82;1097,46;0;0,00
21421298;2650v2-3060-32-1024-SL190;2026-02-23;2067;39;288,24;0;0,00
21421312;2650v2-3060-64-1024-SL190;2026-02-23;1749;37;297,43;0;0,00
21421337;2667v4-5060ti-64-1024-SL190;2026-02-23;3499;59;287,10;0;0,00
21421346;2667v4-5060ti-32-1024-SL190;2026-02-23;3098;57;295,00;0;0,00
21421356;2667v4-5060-32-1024-SL190;2026-02-23;1978;31;229,01;0;0,00
21421366;2667v4-5060-64-1024-SL190;2026-02-23;1984;40;323,81;0;0,00
21421378;2667v4-5060-32-1024-Z5;2026-02-23;1518;38;302,07;0;0,00
21421407;2650v2-3050-64-1024-SL190;2026-02-23;1712;40;696,18;0;0,00
21421419;2650v2-5050-32-1024-Z5;2026-02-23;3346;113;281,59;0;0,00
22452263;2650v2-3070M-64-1024-SL190;2026-02-23;9975;727;2016,77;0;0,00
22575808;3600-3070M-16-512-K1;2026-02-23;6021;218;2467,35;0;0,00
11005236;Продвижение в поиске — все товары;2026-02-24;76283;1230;38665,20;4;386652,00
18985562;2650v2-rx580-64-1024-SL190;2026-02-24;2379;71;860,37;0;0,00
18985567;2650v2-2060s-32-1024-SL190;2026-02-24;2603;73;731,02;0;0,00
19375180;5600g-16-512;2026-02-24;1332;54;334,18;0;0,00
19598257;2650v2-1660s-16-512-K1;2026-02-24;2008;98;300,35;0;0,00
19899776;2650v2-rx580-16-512-K1;2026-02-24;2245;75;823,00;0;0,00
19899803;3600-3070M-32-1024-SL190;2026-02-24;2585;94;1036,98;0;0,00
20381870;2650v2-5050-64-1024-SL190;2026-02-24;4942;217;1390,44;0;0,00
20381875;2650v2-3070M-32-1024-SL190;2026-02-24;3627;157;1717,16;0;0,00
20381883;2650v2-3070M-16-512-K1;2026-02-24;4977;302;662,71;0;0,00
20381899;2650v2-rx580-32-1024-SL190;2026-02-24;13946;1324;2842,84;1;90000,00
20381949;2650v2-5050-64-1024-Z5;2026-02-24;1930;59;681,70;0;0,00
20381972;2650v2-rx580-32-512-K1;2026-02-24;5776;292;3500,20;1;79000,00
20381997;2650v2-5050-32-1024-SL190;2026-02-24;1763;50;815,46;0;0,00
20382007;2667v4-5060-64-1024-Z5;2026-02-24;3010;77;1093,27;0;0,00
21421298;2650v2-3060-32-1024-SL190;2026-02-24;1781;37;267,80;0;0,00
21421312;2650v2-3060-64-1024-SL190;2026-02-24;1493;42;221,23;0;0,00
21421337;2667v4-5060ti-64-1024-SL190;2026-02-24;3426;67;288,75;0;0,00
21421346;2667v4-5060ti-32-1024-SL190;2026-02-24;2312;45;214,89;0;0,00
21421356;2667v4-5060-32-1024-SL190;2026-02-24;1834;27;222,56;0;0,00
21421366;2667v4-5060-64-1024-SL190;2026-02-24;2018;49;356,23;0;0,00
21421378;2667v4-5060-32-1024-Z5;2026-02-24;1565;40;281,31;0;0,00
21421407;2650v2-3050-64-1024-SL190;2026-02-24;2082;59;1050,00;0;0,00
21421419;2650v2-5050-32-1024-Z5;2026-02-24;2885;96;287,97;0;0,00
22452263;2650v2-3070M-64-1024-SL190;2026-02-24;8259;522;2033,58;1;127652,00
22575808;3600-3070M-16-512-K1;2026-02-24;3720;164;1718,30;0;0,00
11005236;Продвижение в поиске — все товары;2026-02-25;75963;1081;17900,00;2;179000,00
18985562;2650v2-rx580-64-1024-SL190;2026-02-25;1991;64;802,87;0;0,00
18985567;2650v2-2060s-32-1024-SL190;2026-02-25;2376;61;687,50;0;0,00
19375180;5600g-16-512;2026-02-25;943;25;130,36;0;0,00
19598257;2650v2-1660s-16-512-K1;2026-02-25;2082;106;286,07;0;0,00
19899776;2650v2-rx580-16-512-K1;2026-02-25;1784;57;755,89;0;0,00
19899803;3600-3070M-32-1024-SL190;2026-02-25;2724;87;996,83;0;0,00
20381870;2650v2-5050-64-1024-SL190;2026-02-25;2875;132;696,83;0;0,00
20381875;2650v2-3070M-32-1024-SL190;2026-02-25;3680;145;1629,15;0;0,00
20381883;2650v2-3070M-16-512-K1;2026-02-25;5184;276;699,60;1;100000,00
20381899;2650v2-rx580-32-1024-SL190;2026-02-25;12886;1174;2815,87;0;0,00
20381949;2650v2-5050-64-1024-Z5;2026-02-25;1937;46;619,78;0;0,00
20381972;2650v2-rx580-32-512-K1;2026-02-25;3147;172;2020,19;1;79000,00
20381997;2650v2-5050-32-1024-SL190;2026-02-25;1520;31;456,45;0;0,00
20382007;2667v4-5060-64-1024-Z5;2026-02-25;2413;62;883,51;0;0,00
21421298;2650v2-3060-32-1024-SL190;2026-02-25;1726;40;276,77;0;0,00
21421312;2650v2-3060-64-1024-SL190;2026-02-25;1666;52;283,75;0;0,00
21421337;2667v4-5060ti-64-1024-SL190;2026-02-25;3371;64;289,44;0;0,00
21421346;2667v4-5060ti-32-1024-SL190;2026-02-25;3320;64;287,96;0;0,00
21421356;2667v4-5060-32-1024-SL190;2026-02-25;2096;42;272,87;0;0,00
21421366;2667v4-5060-64-1024-SL190;2026-02-25;1489;32;255,94;0;0,00
21421378;2667v4-5060-32-1024-Z5;2026-02-25;1349;34;225,29;0;0,00
21421407;2650v2-3050-64-1024-SL190;2026-02-25;2102;58;620,30;0;0,00
21421419;2650v2-5050-32-1024-Z5;2026-02-25;3469;96;270,63;0;0,00
22452263;2650v2-3070M-64-1024-SL190;2026-02-25;7821;477;2015,18;0;0,00
22575808;3600-3070M-16-512-K1;2026-02-25;3108;89;847,52;0;0,00
